"Date","Price","Open","High","Low","Vol.","Change %"
"04/28/2023","7.8495","7.8495","7.8502","7.8493","","0.00%"
"04/27/2023","7.8495","7.8496","7.8503","7.8488","","0.00%"
"04/26/2023","7.8494","7.8498","7.8503","7.8490","","0.00%"
"04/25/2023","7.8496","7.8492","7.8502","7.8479","","0.01%"
"04/24/2023","7.8491","7.8478","7.8497","7.8464","","0.02%"
"04/21/2023","7.8475","7.8498","7.8500","7.8440","","-0.03%"
"04/20/2023","7.8496","7.8496","7.8502","7.8474","","0.00%"
"04/19/2023","7.8496","7.8499","7.8503","7.8472","","0.00%"
"04/18/2023","7.8499","7.8493","7.8503","7.8485","","0.01%"
"04/17/2023","7.8492","7.8488","7.8502","7.8475","","0.01%"
"04/14/2023","7.8486","7.8498","7.8502","7.8488","","-0.01%"
"04/13/2023","7.8497","7.8495","7.8502","7.8471","","0.00%"
"04/12/2023","7.8498","7.8496","7.8502","7.8495","","0.01%"
"04/11/2023","7.8494","7.8499","7.8502","7.8491","","-0.01%"
"04/10/2023","7.8498","7.8496","7.8502","7.8495","","0.01%"
"04/07/2023","7.8492","7.8499","7.8502","7.8493","","-0.01%"
"04/06/2023","7.8498","7.8496","7.8502","7.8492","","0.01%"
"04/05/2023","7.8494","7.8495","7.8502","7.8492","","0.00%"
"04/04/2023","7.8493","7.8500","7.8502","7.8464","","-0.01%"
"04/03/2023","7.8498","7.8497","7.8502","7.8493","","0.00%"
"03/31/2023","7.8495","7.8499","7.8503","7.8492","","0.00%"
"03/30/2023","7.8498","7.8499","7.8502","7.8471","","0.00%"
"03/29/2023","7.8497","7.8499","7.8502","7.8486","","0.00%"
"03/28/2023","7.8497","7.8498","7.8502","7.8495","","0.00%"
"03/27/2023","7.8498","7.8492","7.8502","7.8488","","0.01%"
"03/24/2023","7.8492","7.8495","7.8500","7.8486","","0.00%"
"03/23/2023","7.8494","7.8473","7.8500","7.8463","","0.03%"
"03/22/2023","7.8471","7.8458","7.8489","7.8438","","0.02%"
"03/21/2023","7.8458","7.8413","7.8470","7.8355","","0.06%"
"03/20/2023","7.8414","7.8490","7.8498","7.8409","","-0.10%"
"03/17/2023","7.8491","7.8497","7.8502","7.8488","","-0.01%"
"03/16/2023","7.8496","7.8495","7.8502","7.8472","","0.00%"
"03/15/2023","7.8494","7.8484","7.8501","7.8467","","0.02%"
"03/14/2023","7.8482","7.8442","7.8488","7.8380","","0.05%"
"03/13/2023","7.8441","7.8468","7.8492","7.8372","","-0.03%"
"03/10/2023","7.8466","7.8497","7.8501","7.8453","","-0.04%"
"03/09/2023","7.8494","7.8500","7.8502","7.8490","","0.00%"
"03/08/2023","7.8497","7.8498","7.8502","7.8495","","0.00%"
"03/07/2023","7.8496","7.8495","7.8502","7.8491","","0.00%"
"03/06/2023","7.8493","7.8499","7.8502","7.8490","","0.01%"
"03/03/2023","7.8489","7.8496","7.8503","7.8492","","-0.01%"
"03/02/2023","7.8495","7.8496","7.8500","7.8482","","0.00%"
"03/01/2023","7.8494","7.8493","7.8500","7.8488","","0.00%"
"02/28/2023","7.8491","7.8440","7.8499","7.8435","","0.07%"
"02/27/2023","7.8440","7.8479","7.8486","7.8432","","-0.06%"
"02/24/2023","7.8486","7.8465","7.8499","7.8458","","0.02%"
"02/23/2023","7.8468","7.8464","7.8475","7.8422","","0.01%"
"02/22/2023","7.8462","7.8448","7.8477","7.8415","","0.03%"
"02/21/2023","7.8441","7.8338","7.8458","7.8334","","0.13%"
"02/20/2023","7.8342","7.8448","7.8454","7.8229","","-0.13%"
"02/17/2023","7.8446","7.8492","7.8496","7.8437","","-0.05%"
"02/16/2023","7.8488","7.8479","7.8497","7.8464","","0.01%"
"02/15/2023","7.8478","7.8500","7.8500","7.8438","","-0.03%"
"02/14/2023","7.8499","7.8499","7.8503","7.8495","","0.00%"
"02/13/2023","7.8498","7.8494","7.8502","7.8492","","0.00%"
"02/10/2023","7.8498","7.8498","7.8502","7.8494","","0.00%"
"02/09/2023","7.8497","7.8498","7.8502","7.8482","","0.00%"
"02/08/2023","7.8497","7.8486","7.8502","7.8480","","0.02%"
"02/07/2023","7.8484","7.8465","7.8491","7.8461","","0.03%"
"02/06/2023","7.8460","7.8470","7.8489","7.8447","","-0.01%"
"02/03/2023","7.8468","7.8443","7.8480","7.8429","","0.03%"
"02/02/2023","7.8441","7.8428","7.8450","7.8387","","0.02%"
"02/01/2023","7.8424","7.8407","7.8436","7.8390","","0.03%"
"01/31/2023","7.8401","7.8355","7.8420","7.8347","","0.06%"
"01/30/2023","7.8352","7.8285","7.8376","7.8280","","0.08%"
"01/27/2023","7.8292","7.8284","7.8320","7.8274","","0.02%"
"01/26/2023","7.8280","7.8306","7.8329","7.8270","","-0.03%"
"01/25/2023","7.8306","7.8305","7.8341","7.8288","","0.01%"
"01/24/2023","7.8297","7.8314","7.8326","7.8273","","-0.02%"
"01/23/2023","7.8309","7.8277","7.8316","7.8252","","0.03%"
"01/20/2023","7.8289","7.8303","7.8345","7.8250","","-0.01%"
"01/19/2023","7.8299","7.8247","7.8340","7.8225","","0.07%"
"01/18/2023","7.8246","7.8165","7.8286","7.8162","","0.11%"
"01/17/2023","7.8161","7.8108","7.8229","7.8102","","0.07%"
"01/16/2023","7.8106","7.8094","7.8123","7.8060","","0.02%"
"01/13/2023","7.8092","7.8088","7.8129","7.8078","","0.01%"
"01/12/2023","7.8086","7.8133","7.8145","7.8071","","-0.06%"
"01/11/2023","7.8131","7.8090","7.8146","7.8078","","0.06%"
"01/10/2023","7.8083","7.8039","7.8101","7.8036","","0.06%"
"01/09/2023","7.8034","7.8064","7.8089","7.8029","","-0.04%"
"01/06/2023","7.8062","7.8142","7.8156","7.8047","","-0.10%"
"01/05/2023","7.8139","7.8171","7.8212","7.8078","","-0.03%"
"01/04/2023","7.8160","7.8134","7.8206","7.8113","","0.04%"
"01/03/2023","7.8131","7.8064","7.8166","7.8039","","0.13%"
"01/02/2023","7.8032","7.8096","7.8102","7.8017","","-0.08%"
"12/30/2022","7.8095","7.7962","7.8100","7.7919","","0.17%"
"12/29/2022","7.7961","7.7951","7.7982","7.7910","","0.02%"
"12/28/2022","7.7949","7.8007","7.8019","7.7864","","-0.07%"
"12/27/2022","7.8004","7.8068","7.8071","7.7983","","-0.07%"
"12/26/2022","7.8060","7.8042","7.8078","7.8034","","0.02%"
"12/23/2022","7.8041","7.7951","7.8068","7.7940","","0.12%"
"12/22/2022","7.7948","7.7970","7.7997","7.7877","","-0.03%"
"12/21/2022","7.7969","7.7875","7.7984","7.7870","","0.12%"
"12/20/2022","7.7873","7.7811","7.7888","7.7790","","0.08%"
"12/19/2022","7.7813","7.7836","7.7883","7.7759","","-0.03%"
"12/16/2022","7.7835","7.7769","7.7863","7.7750","","0.09%"
"12/15/2022","7.7767","7.7730","7.7801","7.7709","","0.05%"
"12/14/2022","7.7728","7.7741","7.7810","7.7703","","-0.01%"
"12/13/2022","7.7737","7.7764","7.7815","7.7717","","-0.03%"
"12/12/2022","7.7763","7.7867","7.7886","7.7677","","-0.12%"
"12/09/2022","7.7854","7.7860","7.7912","7.7807","","-0.01%"
"12/08/2022","7.7859","7.7916","7.7940","7.7820","","-0.07%"
"12/07/2022","7.7915","7.7764","7.7954","7.7719","","0.20%"
"12/06/2022","7.7759","7.7674","7.7831","7.7655","","0.11%"
"12/05/2022","7.7672","7.7889","7.7889","7.7614","","-0.28%"
"12/02/2022","7.7888","7.7797","7.7901","7.7773","","0.12%"
"12/01/2022","7.7795","7.8098","7.8098","7.7778","","-0.39%"
"11/30/2022","7.8097","7.8106","7.8131","7.7976","","-0.01%"
"11/29/2022","7.8103","7.8140","7.8157","7.8082","","-0.04%"
"11/28/2022","7.8138","7.8131","7.8219","7.8099","","0.01%"
"11/25/2022","7.8130","7.8081","7.8182","7.8070","","0.06%"
"11/24/2022","7.8080","7.8184","7.8191","7.8047","","-0.13%"
"11/23/2022","7.8183","7.8170","7.8215","7.8155","","0.01%"
"11/22/2022","7.8172","7.8032","7.8177","7.8014","","0.18%"
"11/21/2022","7.8031","7.8212","7.8239","7.8004","","-0.23%"
"11/18/2022","7.8214","7.8261","7.8284","7.8200","","-0.06%"
"11/17/2022","7.8259","7.8242","7.8299","7.8221","","0.03%"
"11/16/2022","7.8237","7.8193","7.8273","7.8176","","0.06%"
"11/15/2022","7.8192","7.8361","7.8371","7.8186","","-0.21%"
"11/14/2022","7.8359","7.8382","7.8419","7.8344","","0.00%"
"11/11/2022","7.8359","7.8446","7.8459","7.8341","","-0.11%"
"11/10/2022","7.8445","7.8495","7.8500","7.8440","","-0.06%"
"11/09/2022","7.8492","7.8499","7.8500","7.8489","","-0.01%"
"11/08/2022","7.8497","7.8498","7.8502","7.8495","","0.00%"
"11/07/2022","7.8497","7.8496","7.8501","7.8492","","0.01%"
"11/04/2022","7.8493","7.8499","7.8502","7.8493","","-0.01%"
"11/03/2022","7.8498","7.8495","7.8501","7.8489","","0.01%"
"11/02/2022","7.8494","7.8496","7.8502","7.8492","","0.00%"
"11/01/2022","7.8495","7.8492","7.8501","7.8487","","0.01%"
"10/31/2022","7.8491","7.8492","7.8500","7.8486","","0.00%"
"10/28/2022","7.8491","7.8496","7.8500","7.8470","","0.00%"
"10/27/2022","7.8493","7.8499","7.8499","7.8473","","0.00%"
"10/26/2022","7.8494","7.8500","7.8502","7.8489","","-0.01%"
"10/25/2022","7.8498","7.8499","7.8502","7.8494","","0.00%"
"10/24/2022","7.8498","7.8495","7.8501","7.8484","","0.01%"
"10/21/2022","7.8493","7.8491","7.8500","7.8485","","0.00%"
"10/20/2022","7.8491","7.8499","7.8500","7.8478","","-0.01%"
"10/19/2022","7.8498","7.8496","7.8502","7.8494","","0.00%"
"10/18/2022","7.8496","7.8499","7.8501","7.8486","","0.00%"
"10/17/2022","7.8499","7.8498","7.8502","7.8484","","0.00%"
"10/14/2022","7.8497","7.8498","7.8502","7.8495","","0.00%"
"10/13/2022","7.8494","7.8500","7.8501","7.8477","","-0.01%"
"10/12/2022","7.8499","7.8499","7.8502","7.8496","","0.00%"
"10/11/2022","7.8499","7.8499","7.8502","7.8495","","0.00%"
"10/10/2022","7.8497","7.8498","7.8502","7.8493","","0.00%"
"10/07/2022","7.8494","7.8499","7.8502","7.8496","","-0.01%"
"10/06/2022","7.8498","7.8499","7.8501","7.8493","","0.00%"
"10/05/2022","7.8498","7.8494","7.8500","7.8491","","0.01%"
"10/04/2022","7.8492","7.8499","7.8502","7.8492","","-0.01%"
"10/03/2022","7.8499","7.8495","7.8502","7.8494","","0.00%"
"09/30/2022","7.8498","7.8499","7.8502","7.8495","","0.00%"
"09/29/2022","7.8498","7.8489","7.8502","7.8488","","0.01%"
"09/28/2022","7.8490","7.8499","7.8502","7.8489","","-0.01%"
"09/27/2022","7.8499","7.8498","7.8502","7.8492","","0.00%"
"09/26/2022","7.8497","7.8495","7.8502","7.8492","","0.01%"
"09/23/2022","7.8493","7.8495","7.8502","7.8485","","0.00%"
"09/22/2022","7.8494","7.8499","7.8502","7.8484","","-0.01%"
"09/21/2022","7.8499","7.8493","7.8502","7.8492","","0.01%"
"09/20/2022","7.8491","7.8492","7.8499","7.8485","","0.00%"
"09/19/2022","7.8490","7.8494","7.8500","7.8485","","0.00%"
"09/16/2022","7.8491","7.8490","7.8501","7.8479","","0.00%"
"09/15/2022","7.8490","7.8488","7.8496","7.8463","","0.00%"
"09/14/2022","7.8488","7.8498","7.8500","7.8480","","-0.01%"
"09/13/2022","7.8494","7.8491","7.8500","7.8477","","0.01%"
"09/12/2022","7.8487","7.8491","7.8496","7.8484","","0.01%"
"09/09/2022","7.8483","7.8495","7.8498","7.8481","","-0.01%"
"09/08/2022","7.8492","7.8498","7.8502","7.8489","","-0.01%"
"09/07/2022","7.8497","7.8496","7.8501","7.8492","","0.00%"
"09/06/2022","7.8495","7.8491","7.8500","7.8485","","0.01%"
"09/05/2022","7.8489","7.8488","7.8498","7.8484","","-0.01%"
"09/02/2022","7.8495","7.8481","7.8498","7.8479","","0.02%"
"09/01/2022","7.8480","7.8491","7.8494","7.8471","","-0.01%"
"08/31/2022","7.8490","7.8487","7.8495","7.8471","","0.01%"
"08/30/2022","7.8485","7.8471","7.8493","7.8461","","0.02%"
"08/29/2022","7.8472","7.8463","7.8488","7.8462","","0.01%"
"08/26/2022","7.8466","7.8465","7.8478","7.8446","","0.00%"
"08/25/2022","7.8465","7.8468","7.8471","7.8439","","0.00%"
"08/24/2022","7.8467","7.8475","7.8479","7.8412","","0.00%"
"08/23/2022","7.8467","7.8465","7.8482","7.8459","","0.01%"
"08/22/2022","7.8463","7.8457","7.8473","7.8448","","0.01%"
"08/19/2022","7.8452","7.8443","7.8470","7.8434","","0.01%"
"08/18/2022","7.8444","7.8434","7.8456","7.8414","","0.02%"
"08/17/2022","7.8431","7.8414","7.8439","7.8355","","0.02%"
"08/16/2022","7.8413","7.8376","7.8436","7.8352","","0.05%"
"08/15/2022","7.8375","7.8384","7.8397","7.8320","","0.02%"
"08/12/2022","7.8357","7.8443","7.8445","7.8277","","-0.11%"
"08/11/2022","7.8445","7.8467","7.8478","7.8428","","-0.02%"
"08/10/2022","7.8463","7.8499","7.8502","7.8456","","-0.05%"
"08/09/2022","7.8499","7.8499","7.8502","7.8492","","0.00%"
"08/08/2022","7.8499","7.8496","7.8503","7.8492","","0.00%"
"08/05/2022","7.8497","7.8496","7.8502","7.8495","","0.00%"
"08/04/2022","7.8497","7.8499","7.8501","7.8489","","0.00%"
"08/03/2022","7.8498","7.8499","7.8502","7.8495","","0.00%"
"08/02/2022","7.8498","7.8499","7.8502","7.8493","","0.00%"
"08/01/2022","7.8499","7.8499","7.8502","7.8491","","0.00%"
"07/29/2022","7.8497","7.8499","7.8502","7.8495","","0.00%"
"07/28/2022","7.8496","7.8495","7.8500","7.8488","","0.01%"
"07/27/2022","7.8492","7.8493","7.8501","7.8484","","0.00%"
"07/26/2022","7.8492","7.8492","7.8500","7.8484","","0.00%"
"07/25/2022","7.8491","7.8485","7.8497","7.8480","","0.01%"
"07/22/2022","7.8484","7.8491","7.8500","7.8475","","0.00%"
"07/21/2022","7.8487","7.8499","7.8499","7.8478","","-0.01%"
"07/20/2022","7.8498","7.8500","7.8502","7.8496","","0.00%"
"07/19/2022","7.8499","7.8498","7.8502","7.8495","","0.00%"
"07/18/2022","7.8499","7.8500","7.8502","7.8493","","0.00%"
"07/15/2022","7.8498","7.8498","7.8505","7.8496","","0.00%"
"07/14/2022","7.8497","7.8499","7.8502","7.8491","","0.00%"
"07/13/2022","7.8499","7.8499","7.8502","7.8492","","0.00%"
"07/12/2022","7.8499","7.8498","7.8501","7.8495","","0.00%"
"07/11/2022","7.8497","7.8486","7.8501","7.8485","","0.01%"
"07/08/2022","7.8487","7.8478","7.8496","7.8471","","0.02%"
"07/07/2022","7.8475","7.8472","7.8488","7.8467","","0.01%"
"07/06/2022","7.8470","7.8467","7.8479","7.8464","","0.01%"
"07/05/2022","7.8466","7.8458","7.8480","7.8453","","0.02%"
"07/04/2022","7.8454","7.8467","7.8479","7.8451","","-0.01%"
"07/01/2022","7.8465","7.8463","7.8484","7.8460","","0.00%"
"06/30/2022","7.8462","7.8467","7.8485","7.8449","","0.00%"
"06/29/2022","7.8462","7.8475","7.8482","7.8450","","-0.02%"
"06/28/2022","7.8474","7.8470","7.8492","7.8456","","0.01%"
"06/27/2022","7.8469","7.8495","7.8496","7.8449","","-0.03%"
"06/24/2022","7.8489","7.8498","7.8500","7.8485","","-0.01%"
"06/23/2022","7.8497","7.8499","7.8501","7.8483","","0.00%"
"06/22/2022","7.8499","7.8500","7.8502","7.8496","","0.00%"
"06/21/2022","7.8499","7.8499","7.8502","7.8498","","0.00%"
"06/20/2022","7.8498","7.8498","7.8502","7.8495","","0.01%"
"06/17/2022","7.8494","7.8495","7.8502","7.8493","","0.00%"
"06/16/2022","7.8494","7.8499","7.8502","7.8482","","-0.01%"
"06/15/2022","7.8499","7.8501","7.8503","7.8495","","0.00%"
"06/14/2022","7.8499","7.8499","7.8503","7.8497","","0.00%"
"06/13/2022","7.8498","7.8495","7.8502","7.8491","","0.01%"
"06/10/2022","7.8490","7.8490","7.8502","7.8486","","0.00%"
"06/09/2022","7.8488","7.8484","7.8495","7.8470","","0.01%"
"06/08/2022","7.8482","7.8465","7.8485","7.8453","","0.03%"
"06/07/2022","7.8462","7.8450","7.8471","7.8445","","0.02%"
"06/06/2022","7.8446","7.8453","7.8468","7.8439","","0.00%"
"06/03/2022","7.8449","7.8447","7.8464","7.8438","","0.00%"
"06/02/2022","7.8447","7.8478","7.8481","7.8447","","-0.04%"
"06/01/2022","7.8477","7.8470","7.8479","7.8438","","0.01%"
"05/31/2022","7.8469","7.8486","7.8493","7.8450","","-0.02%"
"05/30/2022","7.8485","7.8493","7.8497","7.8480","","-0.01%"
"05/27/2022","7.8489","7.8496","7.8502","7.8488","","-0.01%"
"05/26/2022","7.8494","7.8498","7.8502","7.8491","","0.00%"
"05/25/2022","7.8497","7.8492","7.8502","7.8488","","0.01%"
"05/24/2022","7.8492","7.8492","7.8499","7.8488","","0.00%"
"05/23/2022","7.8492","7.8478","7.8500","7.8474","","0.02%"
"05/20/2022","7.8474","7.8476","7.8489","7.8467","","0.00%"
"05/19/2022","7.8474","7.8490","7.8493","7.8465","","-0.02%"
"05/18/2022","7.8491","7.8493","7.8499","7.8471","","0.00%"
"05/17/2022","7.8492","7.8499","7.8500","7.8488","","-0.01%"
"05/16/2022","7.8498","7.8498","7.8502","7.8496","","0.00%"
"05/13/2022","7.8498","7.8500","7.8505","7.8496","","0.00%"
"05/12/2022","7.8499","7.8499","7.8502","7.8496","","0.00%"
"05/11/2022","7.8498","7.8499","7.8502","7.8495","","0.00%"
"05/10/2022","7.8497","7.8498","7.8502","7.8492","","0.00%"
"05/09/2022","7.8497","7.8495","7.8501","7.8495","","0.00%"
"05/06/2022","7.8494","7.8493","7.8500","7.8491","","0.00%"
"05/05/2022","7.8492","7.8486","7.8496","7.8479","","0.01%"
"05/04/2022","7.8484","7.8473","7.8491","7.8471","","0.02%"
"05/03/2022","7.8471","7.8477","7.8491","7.8471","","-0.01%"
"05/02/2022","7.8475","7.8464","7.8482","7.8461","","0.01%"
"04/29/2022","7.8466","7.8470","7.8486","7.8457","","0.00%"
"04/28/2022","7.8468","7.8464","7.8478","7.8456","","0.01%"
"04/27/2022","7.8463","7.8454","7.8479","7.8446","","0.02%"
"04/26/2022","7.8451","7.8474","7.8480","7.8445","","-0.03%"
"04/25/2022","7.8473","7.8463","7.8481","7.8453","","0.02%"
"04/22/2022","7.8460","7.8446","7.8471","7.8443","","0.02%"
"04/21/2022","7.8446","7.8437","7.8452","7.8431","","0.01%"
"04/20/2022","7.8437","7.8423","7.8446","7.8414","","0.02%"
"04/19/2022","7.8421","7.8412","7.8444","7.8400","","0.02%"
"04/18/2022","7.8409","7.8436","7.8443","7.8411","","-0.04%"
"04/15/2022","7.8439","7.8429","7.8447","7.8425","","0.02%"
"04/14/2022","7.8425","7.8390","7.8431","7.8383","","0.04%"
"04/13/2022","7.8392","7.8372","7.8400","7.8363","","0.03%"
"04/12/2022","7.8369","7.8382","7.8390","7.8355","","-0.02%"
"04/11/2022","7.8381","7.8391","7.8401","7.8373","","-0.01%"
"04/08/2022","7.8387","7.8377","7.8400","7.8363","","0.02%"
"04/07/2022","7.8375","7.8380","7.8394","7.8359","","0.00%"
"04/06/2022","7.8376","7.8344","7.8397","7.8333","","0.04%"
"04/05/2022","7.8348","7.8347","7.8361","7.8321","","0.00%"
"04/04/2022","7.8345","7.8335","7.8365","7.8335","","0.01%"
"04/01/2022","7.8334","7.8327","7.8361","7.8314","","0.02%"
"03/31/2022","7.8321","7.8271","7.8344","7.8267","","0.06%"
"03/30/2022","7.8272","7.8273","7.8281","7.8254","","0.00%"
"03/29/2022","7.8271","7.8295","7.8300","7.8260","","-0.03%"
"03/28/2022","7.8297","7.8281","7.8302","7.8271","","0.02%"
"03/25/2022","7.8281","7.8231","7.8294","7.8225","","0.07%"
"03/24/2022","7.8229","7.8239","7.8254","7.8225","","-0.01%"
"03/23/2022","7.8235","7.8267","7.8282","7.8228","","-0.04%"
"03/22/2022","7.8264","7.8250","7.8293","7.8246","","0.02%"
"03/21/2022","7.8251","7.8246","7.8271","7.8229","","0.01%"
"03/18/2022","7.8244","7.8183","7.8252","7.8162","","0.08%"
"03/17/2022","7.8182","7.8197","7.8222","7.8158","","-0.01%"
"03/16/2022","7.8191","7.8282","7.8287","7.8187","","-0.11%"
"03/15/2022","7.8281","7.8299","7.8309","7.8225","","-0.02%"
"03/14/2022","7.8297","7.8289","7.8309","7.8271","","0.01%"
"03/11/2022","7.8287","7.8228","7.8298","7.8211","","0.08%"
"03/10/2022","7.8225","7.8197","7.8231","7.8186","","0.04%"
"03/09/2022","7.8192","7.8184","7.8215","7.8172","","0.01%"
"03/08/2022","7.8187","7.8194","7.8228","7.8175","","-0.01%"
"03/07/2022","7.8194","7.8137","7.8201","7.8135","","0.07%"
"03/04/2022","7.8136","7.8162","7.8186","7.8116","","-0.03%"
"03/03/2022","7.8158","7.8130","7.8165","7.8124","","0.04%"
"03/02/2022","7.8128","7.8158","7.8171","7.8120","","-0.04%"
"03/01/2022","7.8157","7.8141","7.8175","7.8126","","0.02%"
"02/28/2022","7.8139","7.8083","7.8152","7.8070","","0.07%"
"02/25/2022","7.8082","7.8078","7.8097","7.8063","","0.01%"
"02/24/2022","7.8077","7.8049","7.8101","7.8042","","0.04%"
"02/23/2022","7.8048","7.8021","7.8059","7.8015","","0.04%"
"02/22/2022","7.8017","7.8014","7.8039","7.8007","","0.01%"
"02/21/2022","7.8012","7.8000","7.8028","7.7995","","0.02%"
"02/18/2022","7.7999","7.7991","7.8015","7.7986","","0.01%"
"02/17/2022","7.7989","7.8011","7.8025","7.7986","","-0.02%"
"02/16/2022","7.8005","7.8011","7.8028","7.8001","","-0.01%"
"02/15/2022","7.8012","7.8021","7.8040","7.8010","","-0.01%"
"02/14/2022","7.8016","7.8004","7.8040","7.7998","","0.02%"
"02/11/2022","7.7999","7.7951","7.8047","7.7941","","0.06%"
"02/10/2022","7.7949","7.7905","7.7955","7.7905","","0.06%"
"02/09/2022","7.7904","7.7940","7.7948","7.7905","","-0.04%"
"02/08/2022","7.7937","7.7926","7.7969","7.7917","","0.02%"
"02/07/2022","7.7924","7.7882","7.7947","7.7879","","0.06%"
"02/04/2022","7.7879","7.7930","7.7941","7.7875","","-0.06%"
"02/03/2022","7.7927","7.7959","7.7975","7.7925","","-0.04%"
"02/02/2022","7.7955","7.7941","7.7978","7.7930","","0.02%"
"02/01/2022","7.7937","7.7975","7.7979","7.7936","","-0.05%"
"01/31/2022","7.7974","7.7923","7.8007","7.7920","","0.07%"
"01/28/2022","7.7918","7.7902","7.7948","7.7885","","0.03%"
"01/27/2022","7.7896","7.7864","7.7920","7.7864","","0.04%"
"01/26/2022","7.7866","7.7861","7.7877","7.7841","","0.01%"
"01/25/2022","7.7860","7.7860","7.7881","7.7844","","0.00%"
"01/24/2022","7.7860","7.7868","7.7884","7.7842","","0.00%"
"01/21/2022","7.7863","7.7863","7.7896","7.7850","","0.00%"
"01/20/2022","7.7862","7.7898","7.7923","7.7839","","-0.04%"
"01/19/2022","7.7895","7.7919","7.7933","7.7895","","-0.03%"
"01/18/2022","7.7916","7.7908","7.7950","7.7889","","0.01%"
"01/17/2022","7.7906","7.7849","7.7920","7.7835","","0.07%"
"01/14/2022","7.7848","7.7866","7.7889","7.7825","","-0.03%"
"01/13/2022","7.7869","7.7910","7.7928","7.7857","","-0.05%"
"01/12/2022","7.7909","7.7955","7.7976","7.7892","","-0.06%"
"01/11/2022","7.7953","7.7955","7.7980","7.7949","","0.00%"
"01/10/2022","7.7953","7.7975","7.7991","7.7945","","-0.03%"
"01/07/2022","7.7980","7.8008","7.8019","7.7966","","-0.03%"
"01/06/2022","7.8006","7.7965","7.8024","7.7941","","0.05%"
"01/05/2022","7.7967","7.7942","7.7971","7.7925","","0.04%"
"01/04/2022","7.7934","7.7973","7.7984","7.7935","","-0.05%"
"01/03/2022","7.7972","7.7959","7.8004","7.7954","","0.02%"
"12/31/2021","7.7958","7.7994","7.7997","7.7949","","-0.04%"
"12/30/2021","7.7993","7.7966","7.8008","7.7965","","0.03%"
"12/29/2021","7.7966","7.7983","7.7991","7.7954","","-0.02%"
"12/28/2021","7.7983","7.7990","7.8005","7.7980","","-0.01%"
"12/27/2021","7.7989","7.8000","7.8018","7.7983","","-0.01%"
"12/24/2021","7.7997","7.7983","7.8001","7.7982","","0.01%"
"12/23/2021","7.7986","7.7998","7.8010","7.7978","","-0.01%"
"12/22/2021","7.7995","7.8012","7.8017","7.7986","","-0.02%"
"12/21/2021","7.8007","7.8015","7.8032","7.7980","","0.00%"
"12/20/2021","7.8010","7.8025","7.8042","7.7984","","-0.02%"
"12/17/2021","7.8025","7.8038","7.8042","7.8002","","-0.01%"
"12/16/2021","7.8036","7.8022","7.8048","7.8003","","0.02%"
"12/15/2021","7.8022","7.8014","7.8036","7.8007","","0.02%"
"12/14/2021","7.8006","7.8014","7.8044","7.8004","","0.00%"
"12/13/2021","7.8009","7.7989","7.8045","7.7975","","0.03%"
"12/10/2021","7.7985","7.7972","7.8007","7.7965","","0.02%"
"12/09/2021","7.7969","7.7977","7.7993","7.7957","","-0.01%"
"12/08/2021","7.7974","7.7987","7.7995","7.7957","","-0.01%"
"12/07/2021","7.7985","7.8001","7.8019","7.7957","","-0.02%"
"12/06/2021","7.8000","7.7954","7.8019","7.7951","","0.08%"
"12/03/2021","7.7938","7.7910","7.7979","7.7892","","0.04%"
"12/02/2021","7.7908","7.7930","7.7944","7.7882","","-0.03%"
"12/01/2021","7.7928","7.7973","7.7982","7.7908","","-0.05%"
"11/30/2021","7.7970","7.7997","7.8021","7.7952","","-0.03%"
"11/29/2021","7.7996","7.7986","7.8001","7.7974","","0.01%"
"11/26/2021","7.7985","7.7968","7.7997","7.7950","","0.03%"
"11/25/2021","7.7964","7.7986","7.7989","7.7954","","-0.03%"
"11/24/2021","7.7984","7.7941","7.7990","7.7921","","0.05%"
"11/23/2021","7.7942","7.7898","7.7947","7.7894","","0.06%"
"11/22/2021","7.7897","7.7906","7.7925","7.7882","","-0.01%"
"11/19/2021","7.7906","7.7890","7.7930","7.7883","","0.02%"
"11/18/2021","7.7887","7.7881","7.7901","7.7875","","0.01%"
"11/17/2021","7.7877","7.7871","7.7899","7.7861","","0.01%"
"11/16/2021","7.7868","7.7885","7.7899","7.7857","","-0.02%"
"11/15/2021","7.7884","7.7906","7.7931","7.7883","","-0.03%"
"11/12/2021","7.7905","7.7920","7.7940","7.7891","","-0.01%"
"11/11/2021","7.7916","7.7916","7.7936","7.7888","","0.01%"
"11/10/2021","7.7911","7.7905","7.7920","7.7881","","0.01%"
"11/09/2021","7.7904","7.7885","7.7913","7.7878","","0.03%"
"11/08/2021","7.7882","7.7829","7.7891","7.7826","","0.08%"
"11/05/2021","7.7823","7.7825","7.7860","7.7817","","0.00%"
"11/04/2021","7.7825","7.7840","7.7849","7.7817","","-0.02%"
"11/03/2021","7.7838","7.7822","7.7861","7.7808","","0.02%"
"11/02/2021","7.7820","7.7830","7.7835","7.7803","","-0.01%"
"11/01/2021","7.7827","7.7788","7.7835","7.7787","","0.05%"
"10/29/2021","7.7787","7.7775","7.7808","7.7750","","0.02%"
"10/28/2021","7.7771","7.7776","7.7787","7.7761","","-0.01%"
"10/27/2021","7.7778","7.7757","7.7791","7.7754","","0.03%"
"10/26/2021","7.7755","7.7741","7.7765","7.7735","","0.02%"
"10/25/2021","7.7743","7.7738","7.7746","7.7726","","0.02%"
