"Date","Price","Open","High","Low","Vol.","Change %"
"05/27/2020","7.7545","7.7527","7.7551","7.7515","","0.03%"
"05/26/2020","7.7524","7.7547","7.7549","7.7515","","-0.03%"
"05/25/2020","7.7544","7.7564","7.7575","7.7531","","-0.03%"
"05/22/2020","7.7566","7.7544","7.7579","7.7518","","0.03%"
"05/21/2020","7.7543","7.7502","7.7552","7.7499","","0.06%"
"05/20/2020","7.7500","7.7508","7.7509","7.7499","","-0.01%"
"05/19/2020","7.7505","7.7515","7.7516","7.7503","","-0.01%"
"05/18/2020","7.7513","7.7512","7.7523","7.7508","","0.01%"
"05/15/2020","7.7508","7.7522","7.7524","7.7503","","-0.01%"
"05/14/2020","7.7519","7.7512","7.7524","7.7501","","0.01%"
"05/13/2020","7.7511","7.7509","7.7515","7.7502","","0.00%"
"05/12/2020","7.7508","7.7506","7.7514","7.7502","","0.00%"
"05/11/2020","7.7505","7.7516","7.7520","7.7501","","-0.01%"
"05/08/2020","7.7516","7.7510","7.7522","7.7505","","0.01%"
"05/07/2020","7.7506","7.7523","7.7526","7.7503","","-0.02%"
"05/06/2020","7.7522","7.7534","7.7544","7.7505","","-0.01%"
"05/05/2020","7.7533","7.7540","7.7558","7.7519","","-0.01%"
"05/04/2020","7.7538","7.7526","7.7550","7.7512","","0.02%"
"05/01/2020","7.7522","7.7515","7.7530","7.7512","","0.01%"
"04/30/2020","7.7517","7.7502","7.7527","7.7498","","0.02%"
"04/29/2020","7.7500","7.7502","7.7512","7.7498","","0.00%"
"04/28/2020","7.7500","7.7502","7.7517","7.7498","","0.00%"
"04/27/2020","7.7502","7.7506","7.7510","7.7498","","0.00%"
"04/24/2020","7.7502","7.7504","7.7519","7.7500","","0.01%"
"04/23/2020","7.7498","7.7503","7.7519","7.7498","","0.00%"
"04/22/2020","7.7496","7.7501","7.7505","7.7497","","0.00%"
"04/21/2020","7.7497","7.7504","7.7509","7.7498","","0.00%"
"04/20/2020","7.7500","7.7509","7.7514","7.7500","","0.00%"
"04/17/2020","7.7499","7.7510","7.7522","7.7502","","-0.02%"
"04/16/2020","7.7511","7.7509","7.7520","7.7503","","0.01%"
"04/15/2020","7.7504","7.7513","7.7524","7.7502","","-0.01%"
"04/14/2020","7.7509","7.7529","7.7533","7.7504","","-0.02%"
"04/13/2020","7.7525","7.7530","7.7536","7.7515","","0.00%"
"04/10/2020","7.7522","7.7529","7.7538","7.7520","","-0.01%"
"04/09/2020","7.7526","7.7516","7.7578","7.7514","","0.01%"
"04/08/2020","7.7515","7.7523","7.7533","7.7513","","-0.01%"
"04/07/2020","7.7521","7.7519","7.7538","7.7510","","0.01%"
"04/06/2020","7.7516","7.7530","7.7547","7.7512","","-0.01%"
"04/03/2020","7.7523","7.7516","7.7547","7.7510","","0.01%"
"04/02/2020","7.7514","7.7519","7.7534","7.7509","","-0.01%"
"04/01/2020","7.7519","7.7515","7.7544","7.7505","","0.01%"
"03/31/2020","7.7508","7.7550","7.7556","7.7504","","-0.05%"
"03/30/2020","7.7546","7.7517","7.7552","7.7516","","0.04%"
"03/27/2020","7.7514","7.7521","7.7535","7.7506","","-0.01%"
"03/26/2020","7.7519","7.7524","7.7552","7.7516","","0.00%"
"03/25/2020","7.7520","7.7527","7.7564","7.7520","","-0.01%"
"03/24/2020","7.7525","7.7555","7.7566","7.7524","","-0.05%"
"03/23/2020","7.7561","7.7572","7.7602","7.7538","","-0.01%"
"03/20/2020","7.7569","7.7607","7.7631","7.7554","","-0.04%"
"03/19/2020","7.7602","7.7639","7.7688","7.7599","","-0.05%"
"03/18/2020","7.7638","7.7611","7.7693","7.7607","","0.03%"
"03/17/2020","7.7611","7.7661","7.7709","7.7607","","-0.06%"
"03/16/2020","7.7657","7.7695","7.7706","7.7594","","-0.04%"
"03/13/2020","7.7687","7.7768","7.7814","7.7646","","-0.10%"
"03/12/2020","7.7767","7.7687","7.7880","7.7680","","0.11%"
"03/11/2020","7.7682","7.7684","7.7703","7.7664","","0.01%"
"03/10/2020","7.7677","7.7721","7.7737","7.7660","","-0.03%"
"03/09/2020","7.7698","7.7726","7.7748","7.7652","","-0.03%"
"03/06/2020","7.7722","7.7716","7.7757","7.7680","","0.00%"
"03/05/2020","7.7719","7.7719","7.7746","7.7690","","0.00%"
"03/04/2020","7.7719","7.7706","7.7731","7.7649","","0.02%"
"03/03/2020","7.7705","7.7797","7.7846","7.7643","","-0.12%"
"03/02/2020","7.7796","7.7934","7.7957","7.7754","","-0.20%"
"02/28/2020","7.7949","7.7937","7.7990","7.7913","","0.02%"
"02/27/2020","7.7930","7.7930","7.7984","7.7921","","0.00%"
"02/26/2020","7.7928","7.7902","7.7954","7.7887","","0.04%"
"02/25/2020","7.7897","7.7941","7.7952","7.7870","","-0.06%"
"02/24/2020","7.7941","7.7874","7.7977","7.7867","","0.10%"
"02/21/2020","7.7867","7.7800","7.7939","7.7799","","0.09%"
"02/20/2020","7.7799","7.7726","7.7850","7.7709","","0.10%"
"02/19/2020","7.7724","7.7678","7.7736","7.7675","","0.06%"
"02/18/2020","7.7675","7.7680","7.7705","7.7666","","0.00%"
"02/17/2020","7.7678","7.7680","7.7688","7.7659","","0.00%"
"02/14/2020","7.7676","7.7673","7.7688","7.7660","","0.01%"
"02/13/2020","7.7671","7.7712","7.7715","7.7657","","-0.05%"
"02/12/2020","7.7708","7.7656","7.7719","7.7649","","0.07%"
"02/11/2020","7.7654","7.7659","7.7666","7.7630","","0.00%"
"02/10/2020","7.7656","7.7663","7.7674","7.7645","","-0.01%"
"02/07/2020","7.7660","7.7646","7.7671","7.7600","","0.02%"
"02/06/2020","7.7644","7.7632","7.7648","7.7618","","0.03%"
"02/05/2020","7.7621","7.7656","7.7678","7.7620","","-0.05%"
"02/04/2020","7.7656","7.7663","7.7698","7.7648","","-0.01%"
"02/03/2020","7.7660","7.7650","7.7695","7.7649","","0.02%"
"01/31/2020","7.7648","7.7663","7.7708","7.7639","","-0.02%"
"01/30/2020","7.7662","7.7726","7.7740","7.7657","","-0.08%"
"01/29/2020","7.7726","7.7762","7.7771","7.7717","","-0.03%"
"01/28/2020","7.7753","7.7769","7.7795","7.7750","","-0.02%"
"01/27/2020","7.7768","7.7732","7.7779","7.7730","","0.06%"
"01/24/2020","7.7724","7.7719","7.7744","7.7712","","0.01%"
"01/23/2020","7.7718","7.7712","7.7751","7.7706","","0.02%"
"01/22/2020","7.7699","7.7702","7.7744","7.7670","","0.00%"
"01/21/2020","7.7701","7.7691","7.7750","7.7688","","0.02%"
"01/20/2020","7.7689","7.7678","7.7699","7.7660","","0.01%"
"01/17/2020","7.7678","7.7723","7.7736","7.7670","","-0.05%"
"01/16/2020","7.7714","7.7709","7.7748","7.7681","","0.01%"
"01/15/2020","7.7706","7.7769","7.7796","7.7701","","-0.08%"
"01/14/2020","7.7768","7.7708","7.7784","7.7707","","0.08%"
"01/13/2020","7.7705","7.7667","7.7752","7.7657","","0.06%"
"01/10/2020","7.7659","7.7674","7.7682","7.7622","","-0.01%"
"01/09/2020","7.7670","7.7752","7.7781","7.7652","","-0.11%"
"01/08/2020","7.7754","7.7783","7.7800","7.7733","","-0.04%"
"01/07/2020","7.7782","7.7697","7.7793","7.7695","","0.11%"
"01/06/2020","7.7693","7.7797","7.7829","7.7675","","-0.13%"
"01/03/2020","7.7792","7.7894","7.7903","7.7759","","-0.12%"
"01/02/2020","7.7883","7.7902","7.7955","7.7878","","-0.02%"
"01/01/2020","7.7897","7.7904","7.7904","7.7899","","0.00%"
"12/31/2019","7.7900","7.7880","7.7933","7.7826","","0.04%"
"12/30/2019","7.7871","7.7867","7.7912","7.7856","","0.01%"
"12/27/2019","7.7862","7.7879","7.7897","7.7849","","-0.02%"
"12/26/2019","7.7875","7.7905","7.7906","7.7863","","-0.03%"
"12/25/2019","7.7901","7.7880","7.7908","7.7874","","0.03%"
"12/24/2019","7.7877","7.7873","7.7892","7.7841","","0.01%"
"12/23/2019","7.7873","7.7984","7.7990","7.7844","","-0.10%"
"12/20/2019","7.7952","7.7937","7.8017","7.7934","","0.02%"
"12/19/2019","7.7934","7.7871","7.7998","7.7865","","0.08%"
"12/18/2019","7.7872","7.7869","7.7906","7.7826","","0.02%"
"12/17/2019","7.7857","7.7920","7.7939","7.7854","","-0.08%"
"12/16/2019","7.7919","7.7996","7.8011","7.7867","","-0.09%"
"12/13/2019","7.7992","7.8037","7.8071","7.7906","","-0.05%"
"12/12/2019","7.8030","7.8081","7.8107","7.7979","","-0.06%"
"12/11/2019","7.8080","7.8273","7.8274","7.8078","","-0.24%"
"12/10/2019","7.8267","7.8278","7.8291","7.8253","","-0.02%"
"12/09/2019","7.8279","7.8296","7.8308","7.8267","","-0.02%"
"12/06/2019","7.8292","7.8291","7.8312","7.8281","","0.01%"
"12/05/2019","7.8286","7.8288","7.8296","7.8282","","0.00%"
"12/04/2019","7.8286","7.8296","7.8302","7.8280","","-0.01%"
"12/03/2019","7.8293","7.8281","7.8308","7.8281","","0.02%"
"12/02/2019","7.8278","7.8278","7.8300","7.8270","","0.00%"
"11/29/2019","7.8280","7.8270","7.8289","7.8252","","0.02%"
"11/28/2019","7.8266","7.8270","7.8300","7.8261","","0.00%"
"11/27/2019","7.8269","7.8288","7.8299","7.8264","","-0.02%"
"11/26/2019","7.8284","7.8258","7.8332","7.8254","","0.04%"
"11/25/2019","7.8254","7.8252","7.8287","7.8244","","0.01%"
"11/22/2019","7.8249","7.8203","7.8263","7.8200","","0.07%"
"11/21/2019","7.8198","7.8250","7.8288","7.8198","","-0.06%"
"11/20/2019","7.8245","7.8275","7.8299","7.8236","","-0.03%"
"11/19/2019","7.8269","7.8277","7.8303","7.8264","","-0.01%"
"11/18/2019","7.8273","7.8256","7.8310","7.8253","","0.02%"
"11/15/2019","7.8254","7.8273","7.8317","7.8253","","-0.02%"
"11/14/2019","7.8269","7.8282","7.8319","7.8259","","-0.01%"
"11/13/2019","7.8276","7.8288","7.8340","7.8274","","-0.01%"
"11/12/2019","7.8284","7.8258","7.8299","7.8250","","0.05%"
"11/11/2019","7.8248","7.8273","7.8349","7.8249","","-0.03%"
"11/08/2019","7.8269","7.8263","7.8291","7.8232","","0.01%"
"11/07/2019","7.8261","7.8271","7.8273","7.8228","","-0.01%"
"11/06/2019","7.8270","7.8322","7.8348","7.8229","","-0.06%"
"11/05/2019","7.8316","7.8372","7.8389","7.8309","","-0.06%"
"11/04/2019","7.8365","7.8358","7.8400","7.8358","","0.01%"
"11/01/2019","7.8360","7.8372","7.8387","7.8348","","-0.01%"
"10/31/2019","7.8371","7.8405","7.8411","7.8338","","-0.04%"
"10/30/2019","7.8399","7.8394","7.8416","7.8390","","0.01%"
"10/29/2019","7.8392","7.8397","7.8413","7.8390","","0.00%"
"10/28/2019","7.8395","7.8375","7.8407","7.8375","","0.03%"
"10/25/2019","7.8373","7.8387","7.8395","7.8362","","0.00%"
"10/24/2019","7.8375","7.8415","7.8418","7.8369","","-0.04%"
"10/23/2019","7.8407","7.8426","7.8432","7.8404","","-0.02%"
"10/22/2019","7.8423","7.8425","7.8439","7.8411","","0.00%"
"10/21/2019","7.8426","7.8426","7.8440","7.8401","","0.00%"
"10/18/2019","7.8425","7.8446","7.8446","7.8418","","-0.02%"
"10/17/2019","7.8444","7.8446","7.8453","7.8432","","0.00%"
"10/16/2019","7.8445","7.8453","7.8461","7.8434","","-0.01%"
"10/15/2019","7.8451","7.8453","7.8461","7.8436","","0.00%"
"10/14/2019","7.8451","7.8439","7.8458","7.8430","","0.02%"
"10/11/2019","7.8436","7.8418","7.8446","7.8401","","0.03%"
"10/10/2019","7.8416","7.8456","7.8457","7.8410","","-0.05%"
"10/09/2019","7.8454","7.8447","7.8459","7.8434","","0.01%"
"10/08/2019","7.8445","7.8428","7.8451","7.8424","","0.03%"
"10/07/2019","7.8423","7.8396","7.8450","7.8396","","0.04%"
"10/04/2019","7.8394","7.8417","7.8446","7.8394","","-0.02%"
"10/03/2019","7.8409","7.8438","7.8443","7.8405","","-0.03%"
"10/02/2019","7.8435","7.8431","7.8440","7.8390","","0.01%"
"10/01/2019","7.8429","7.8383","7.8433","7.8365","","0.06%"
"09/30/2019","7.8384","7.8401","7.8420","7.8376","","-0.02%"
"09/27/2019","7.8399","7.8380","7.8420","7.8379","","0.03%"
"09/26/2019","7.8379","7.8390","7.8400","7.8363","","-0.01%"
"09/25/2019","7.8387","7.8406","7.8418","7.8356","","-0.02%"
"09/24/2019","7.8400","7.8387","7.8420","7.8356","","0.02%"
"09/23/2019","7.8383","7.8376","7.8410","7.8362","","0.00%"
"09/20/2019","7.8380","7.8313","7.8425","7.8305","","0.09%"
"09/19/2019","7.8312","7.8312","7.8331","7.8236","","0.01%"
"09/18/2019","7.8308","7.8224","7.8312","7.8217","","0.11%"
"09/17/2019","7.8221","7.8186","7.8267","7.8164","","0.04%"
"09/16/2019","7.8187","7.8206","7.8281","7.8165","","-0.02%"
"09/13/2019","7.8202","7.8246","7.8282","7.8204","","-0.05%"
"09/12/2019","7.8240","7.8384","7.8393","7.8239","","-0.18%"
"09/11/2019","7.8380","7.8400","7.8423","7.8378","","-0.02%"
"09/10/2019","7.8394","7.8389","7.8424","7.8382","","0.02%"
"09/09/2019","7.8380","7.8394","7.8442","7.8379","","-0.02%"
"09/06/2019","7.8393","7.8382","7.8415","7.8368","","0.02%"
"09/05/2019","7.8380","7.8407","7.8415","7.8372","","-0.03%"
"09/04/2019","7.8403","7.8442","7.8454","7.8377","","-0.04%"
"09/03/2019","7.8438","7.8424","7.8450","7.8418","","0.02%"
"09/02/2019","7.8419","7.8431","7.8447","7.8396","","-0.02%"
"08/30/2019","7.8434","7.8460","7.8470","7.8340","","-0.03%"
"08/29/2019","7.8457","7.8444","7.8471","7.8417","","0.02%"
"08/28/2019","7.8439","7.8475","7.8479","7.8432","","-0.04%"
"08/27/2019","7.8473","7.8449","7.8482","7.8435","","0.03%"
"08/26/2019","7.8446","7.8429","7.8463","7.8404","","0.02%"
"08/23/2019","7.8430","7.8404","7.8442","7.8366","","0.04%"
"08/22/2019","7.8402","7.8439","7.8447","7.8375","","-0.04%"
"08/21/2019","7.8437","7.8425","7.8447","7.8410","","0.02%"
"08/20/2019","7.8424","7.8443","7.8460","7.8415","","-0.03%"
"08/19/2019","7.8444","7.8447","7.8468","7.8418","","0.00%"
"08/16/2019","7.8445","7.8408","7.8450","7.8391","","0.05%"
"08/15/2019","7.8407","7.8453","7.8461","7.8316","","-0.06%"
"08/14/2019","7.8451","7.8467","7.8474","7.8440","","-0.02%"
"08/13/2019","7.8465","7.8465","7.8474","7.8439","","0.00%"
"08/12/2019","7.8466","7.8427","7.8472","7.8394","","0.06%"
"08/09/2019","7.8420","7.8411","7.8435","7.8379","","0.01%"
"08/08/2019","7.8409","7.8404","7.8425","7.8365","","0.00%"
"08/07/2019","7.8407","7.8380","7.8436","7.8342","","0.02%"
"08/06/2019","7.8391","7.8464","7.8478","7.8292","","-0.10%"
"08/05/2019","7.8471","7.8293","7.8485","7.8257","","0.23%"
"08/02/2019","7.8290","7.8264","7.8304","7.8169","","0.04%"
"08/01/2019","7.8261","7.8280","7.8289","7.8247","","-0.02%"
"07/31/2019","7.8278","7.8239","7.8284","7.8229","","0.05%"
"07/30/2019","7.8237","7.8222","7.8246","7.8198","","0.02%"
"07/29/2019","7.8221","7.8182","7.8226","7.8137","","0.04%"
"07/26/2019","7.8187","7.8165","7.8198","7.8125","","0.03%"
"07/25/2019","7.8160","7.8147","7.8176","7.8128","","0.02%"
"07/24/2019","7.8143","7.8106","7.8152","7.8100","","0.05%"
"07/23/2019","7.8102","7.8096","7.8131","7.8078","","0.00%"
"07/22/2019","7.8099","7.8092","7.8111","7.8012","","0.02%"
"07/19/2019","7.8087","7.8154","7.8156","7.8025","","-0.09%"
"07/18/2019","7.8159","7.8145","7.8175","7.8094","","0.03%"
"07/17/2019","7.8132","7.8176","7.8189","7.8092","","-0.05%"
"07/16/2019","7.8168","7.8260","7.8274","7.8109","","-0.11%"
"07/15/2019","7.8256","7.8246","7.8295","7.8236","","0.02%"
"07/12/2019","7.8243","7.8229","7.8266","7.8205","","0.02%"
"07/11/2019","7.8225","7.8184","7.8238","7.8149","","0.06%"
"07/10/2019","7.8181","7.8078","7.8190","7.8077","","0.13%"
"07/09/2019","7.8076","7.7989","7.8119","7.7986","","0.11%"
"07/08/2019","7.7988","7.7958","7.8015","7.7956","","0.04%"
"07/05/2019","7.7957","7.7867","7.7976","7.7852","","0.12%"
"07/04/2019","7.7863","7.7979","7.7982","7.7824","","-0.14%"
"07/03/2019","7.7976","7.7983","7.8006","7.7949","","-0.01%"
"07/02/2019","7.7980","7.8130","7.8154","7.7979","","-0.19%"
"07/01/2019","7.8128","7.8127","7.8140","7.8074","","0.00%"
"06/28/2019","7.8126","7.8151","7.8162","7.8061","","-0.03%"
"06/27/2019","7.8150","7.8082","7.8160","7.8080","","0.10%"
"06/26/2019","7.8073","7.8102","7.8120","7.8055","","-0.04%"
"06/25/2019","7.8101","7.8103","7.8122","7.8049","","0.00%"
"06/24/2019","7.8099","7.8137","7.8167","7.8078","","-0.05%"
"06/21/2019","7.8139","7.8141","7.8151","7.8023","","0.02%"
"06/20/2019","7.8121","7.8240","7.8250","7.8115","","-0.15%"
"06/19/2019","7.8239","7.8316","7.8331","7.8225","","-0.09%"
"06/18/2019","7.8310","7.8334","7.8349","7.8309","","-0.03%"
"06/17/2019","7.8333","7.8275","7.8348","7.8274","","0.07%"
"06/14/2019","7.8277","7.8283","7.8335","7.8240","","0.00%"
"06/13/2019","7.8279","7.8242","7.8296","7.8179","","0.05%"
"06/12/2019","7.8238","7.8368","7.8379","7.8162","","-0.16%"
"06/11/2019","7.8365","7.8429","7.8432","7.8343","","-0.08%"
"06/10/2019","7.8426","7.8415","7.8446","7.8405","","0.01%"
"06/07/2019","7.8416","7.8405","7.8425","7.8394","","0.02%"
"06/06/2019","7.8402","7.8417","7.8421","7.8390","","-0.01%"
"06/05/2019","7.8413","7.8417","7.8427","7.8389","","0.00%"
"06/04/2019","7.8413","7.8365","7.8427","7.8359","","0.06%"
"06/03/2019","7.8363","7.8397","7.8417","7.8335","","-0.02%"
"05/31/2019","7.8381","7.8478","7.8485","7.8382","","-0.12%"
"05/30/2019","7.8473","7.8492","7.8498","7.8469","","-0.02%"
"05/29/2019","7.8488","7.8490","7.8500","7.8485","","0.00%"
"05/28/2019","7.8486","7.8495","7.8502","7.8481","","-0.01%"
"05/27/2019","7.8490","7.8489","7.8499","7.8481","","0.00%"
"05/24/2019","7.8489","7.8491","7.8498","7.8474","","0.00%"
"05/23/2019","7.8489","7.8496","7.8498","7.8474","","-0.01%"
"05/22/2019","7.8497","7.8493","7.8502","7.8489","","0.01%"
"05/21/2019","7.8493","7.8498","7.8500","7.8484","","0.00%"
"05/20/2019","7.8496","7.8495","7.8500","7.8479","","0.00%"
"05/17/2019","7.8497","7.8495","7.8501","7.8489","","0.01%"
"05/16/2019","7.8493","7.8492","7.8499","7.8484","","0.00%"
"05/15/2019","7.8492","7.8493","7.8503","7.8488","","0.00%"
"05/14/2019","7.8490","7.8493","7.8498","7.8484","","0.00%"
"05/13/2019","7.8492","7.8486","7.8495","7.8479","","0.01%"
"05/10/2019","7.8485","7.8482","7.8492","7.8474","","0.00%"
"05/09/2019","7.8482","7.8489","7.8493","7.8474","","-0.01%"
"05/08/2019","7.8491","7.8485","7.8496","7.8479","","0.01%"
"05/07/2019","7.8483","7.8460","7.8488","7.8453","","0.03%"
"05/06/2019","7.8458","7.8451","7.8466","7.8439","","0.01%"
"05/03/2019","7.8450","7.8431","7.8456","7.8426","","0.03%"
"05/02/2019","7.8426","7.8453","7.8457","7.8425","","-0.03%"
"05/01/2019","7.8451","7.8446","7.8458","7.8442","","0.01%"
"04/30/2019","7.8444","7.8433","7.8460","7.8432","","0.02%"
"04/29/2019","7.8432","7.8434","7.8449","7.8429","","0.00%"
"04/26/2019","7.8430","7.8439","7.8453","7.8426","","-0.01%"
"04/25/2019","7.8434","7.8425","7.8449","7.8401","","0.01%"
"04/24/2019","7.8423","7.8421","7.8436","7.8390","","0.01%"
"04/23/2019","7.8419","7.8447","7.8464","7.8417","","-0.03%"
"04/22/2019","7.8444","7.8440","7.8460","7.8436","","0.01%"
"04/19/2019","7.8437","7.8461","7.8461","7.8436","","-0.03%"
"04/18/2019","7.8458","7.8453","7.8467","7.8439","","0.01%"
"04/17/2019","7.8452","7.8429","7.8460","7.8425","","0.03%"
"04/16/2019","7.8426","7.8398","7.8443","7.8376","","0.04%"
"04/15/2019","7.8397","7.8429","7.8453","7.8375","","-0.04%"
"04/12/2019","7.8427","7.8427","7.8474","7.8395","","0.00%"
"04/11/2019","7.8425","7.8366","7.8449","7.8361","","0.08%"
"04/10/2019","7.8365","7.8414","7.8425","7.8302","","-0.06%"
"04/09/2019","7.8413","7.8471","7.8475","7.8408","","-0.07%"
"04/08/2019","7.8469","7.8492","7.8499","7.8450","","-0.03%"
"04/05/2019","7.8491","7.8491","7.8500","7.8485","","0.00%"
"04/04/2019","7.8489","7.8494","7.8496","7.8474","","-0.01%"
"04/03/2019","7.8493","7.8498","7.8501","7.8485","","-0.01%"
"04/02/2019","7.8497","7.8498","7.8502","7.8492","","0.00%"
"04/01/2019","7.8496","7.8499","7.8500","7.8492","","0.00%"
"03/29/2019","7.8495","7.8499","7.8502","7.8496","","0.00%"
"03/28/2019","7.8497","7.8488","7.8502","7.8486","","0.01%"
"03/27/2019","7.8486","7.8493","7.8498","7.8484","","-0.01%"
"03/26/2019","7.8492","7.8468","7.8496","7.8467","","0.03%"
"03/25/2019","7.8468","7.8472","7.8492","7.8456","","-0.01%"
"03/22/2019","7.8472","7.8474","7.8481","7.8451","","0.00%"
"03/21/2019","7.8472","7.8498","7.8499","7.8451","","-0.03%"
"03/20/2019","7.8497","7.8499","7.8502","7.8495","","0.00%"
"03/19/2019","7.8498","7.8498","7.8501","7.8494","","0.00%"
"03/18/2019","7.8499","7.8501","7.8501","7.8486","","0.00%"
"03/15/2019","7.8501","7.8498","7.8503","7.8483","","0.00%"
"03/14/2019","7.8499","7.8496","7.8501","7.8492","","0.00%"
"03/13/2019","7.8499","7.8499","7.8500","7.8497","","0.00%"
"03/12/2019","7.8499","7.8498","7.8503","7.8494","","0.00%"
"03/11/2019","7.8498","7.8497","7.8500","7.8491","","0.00%"
"03/08/2019","7.8498","7.8499","7.8502","7.8497","","0.00%"
"03/07/2019","7.8499","7.8497","7.8500","7.8490","","0.00%"
"03/06/2019","7.8499","7.8497","7.8501","7.8495","","0.00%"
"03/05/2019","7.8498","7.8491","7.8499","7.8490","","0.01%"
"03/04/2019","7.8491","7.8487","7.8498","7.8486","","0.01%"
"03/01/2019","7.8487","7.8498","7.8499","7.8476","","-0.02%"
"02/28/2019","7.8499","7.8494","7.8499","7.8488","","0.00%"
"02/27/2019","7.8496","7.8491","7.8498","7.8488","","0.01%"
"02/26/2019","7.8491","7.8487","7.8498","7.8483","","0.01%"
"02/25/2019","7.8487","7.8483","7.8494","7.8478","","0.01%"
"02/22/2019","7.8482","7.8472","7.8491","7.8468","","0.01%"
"02/21/2019","7.8472","7.8491","7.8492","7.8460","","-0.02%"
"02/20/2019","7.8491","7.8487","7.8495","7.8483","","0.01%"
"02/19/2019","7.8487","7.8479","7.8494","7.8475","","0.01%"
"02/18/2019","7.8478","7.8481","7.8485","7.8472","","0.00%"
"02/15/2019","7.8479","7.8472","7.8486","7.8471","","0.01%"
"02/14/2019","7.8472","7.8484","7.8487","7.8468","","-0.02%"
"02/13/2019","7.8484","7.8484","7.8491","7.8476","","0.00%"
"02/12/2019","7.8486","7.8478","7.8489","7.8465","","0.01%"
"02/11/2019","7.8478","7.8471","7.8488","7.8463","","0.01%"
"02/08/2019","7.8473","7.8476","7.8479","7.8450","","0.00%"
"02/07/2019","7.8476","7.8463","7.8479","7.8450","","0.02%"
"02/06/2019","7.8464","7.8454","7.8468","7.8449","","0.01%"
"02/05/2019","7.8454","7.8467","7.8467","7.8445","","-0.02%"
"02/04/2019","7.8466","7.8469","7.8472","7.8441","","0.00%"
"02/01/2019","7.8468","7.8467","7.8476","7.8434","","0.00%"
"01/31/2019","7.8468","7.8438","7.8472","7.8404","","0.05%"
"01/30/2019","7.8429","7.8463","7.8466","7.8375","","-0.04%"
"01/29/2019","7.8461","7.8457","7.8468","7.8454","","0.00%"
"01/28/2019","7.8460","7.8453","7.8467","7.8450","","0.00%"
"01/25/2019","7.8457","7.8457","7.8469","7.8448","","0.00%"
"01/24/2019","7.8458","7.8453","7.8472","7.8444","","0.01%"
"01/23/2019","7.8453","7.8461","7.8472","7.8449","","0.00%"
"01/22/2019","7.8453","7.8454","7.8469","7.8450","","0.00%"
"01/21/2019","7.8453","7.8437","7.8460","7.8427","","0.02%"
"01/18/2019","7.8434","7.8429","7.8450","7.8427","","0.01%"
"01/17/2019","7.8430","7.8457","7.8457","7.8422","","0.00%"
"01/16/2019","7.8430","7.8431","7.8457","7.8429","","0.00%"
"01/15/2019","7.8433","7.8425","7.8444","7.8411","","0.01%"
"01/14/2019","7.8422","7.8393","7.8440","7.8393","","0.04%"
"01/11/2019","7.8393","7.8384","7.8421","7.8381","","0.01%"
"01/10/2019","7.8385","7.8376","7.8403","7.8369","","0.01%"
"01/09/2019","7.8376","7.8388","7.8411","7.8366","","-0.02%"
"01/08/2019","7.8388","7.8344","7.8394","7.8343","","0.05%"
"01/07/2019","7.8345","7.8341","7.8376","7.8328","","0.00%"
"01/04/2019","7.8345","7.8308","7.8358","7.8274","","0.05%"
"01/03/2019","7.8304","7.8331","7.8355","7.8300","","-0.04%"
"01/02/2019","7.8332","7.8312","7.8377","7.8308","","0.02%"
"01/01/2019","7.8318","7.8313","7.8319","7.8307","","0.00%"
"12/31/2018","7.8316","7.8304","7.8338","7.8289","","0.02%"
"12/28/2018","7.8304","7.8303","7.8343","7.8282","","0.01%"
"12/27/2018","7.8294","7.8286","7.8353","7.8267","","0.01%"
"12/26/2018","7.8285","7.8323","7.8338","7.8274","","-0.05%"
"12/25/2018","7.8327","7.8328","7.8342","7.8320","","0.00%"
"12/24/2018","7.8327","7.8323","7.8347","7.8284","","0.00%"
"12/21/2018","7.8327","7.8301","7.8346","7.8239","","0.03%"
"12/20/2018","7.8303","7.8265","7.8316","7.8238","","0.05%"
"12/19/2018","7.8267","7.8192","7.8273","7.8187","","0.10%"
"12/18/2018","7.8192","7.8132","7.8216","7.8125","","0.08%"
"12/17/2018","7.8126","7.8128","7.8153","7.8112","","-0.01%"
"12/14/2018","7.8133","7.8127","7.8180","7.8075","","0.01%"
"12/13/2018","7.8125","7.8135","7.8156","7.8076","","-0.01%"
"12/12/2018","7.8134","7.8171","7.8179","7.8129","","-0.05%"
"12/11/2018","7.8170","7.8155","7.8175","7.8125","","0.02%"
"12/10/2018","7.8156","7.8156","7.8164","7.8121","","-0.01%"
"12/07/2018","7.8160","7.8105","7.8174","7.8082","","0.07%"
"12/06/2018","7.8106","7.8129","7.8177","7.8080","","-0.03%"
"12/05/2018","7.8129","7.8037","7.8160","7.8023","","0.12%"
"12/04/2018","7.8036","7.8152","7.8181","7.8011","","-0.15%"
"12/03/2018","7.8153","7.8240","7.8257","7.8149","","-0.11%"
"11/30/2018","7.8236","7.8220","7.8266","7.8190","","0.02%"
"11/29/2018","7.8217","7.8254","7.8274","7.8212","","-0.05%"
"11/28/2018","7.8255","7.8262","7.8286","7.8239","","-0.01%"
"11/27/2018","7.8266","7.8235","7.8299","7.8205","","0.04%"
"11/26/2018","7.8235","7.8261","7.8270","7.8205","","-0.03%"
"11/23/2018","7.8257","7.8307","7.8307","7.8232","","-0.06%"
